# 1:now_time 2:interval 3:gx 4:gy 5:gz 6:motor_number 7:output
386740643 830 8.780488 -0.670732 -0.243902 2 1.595648
386741476 833 6.646341 -0.914634 -1.280488 2 1.595731
386742304 828 4.390244 -2.865854 0.304878 2 1.595814
386743134 830 5.365854 -2.378049 -0.365854 2 1.595897
386743964 830 -0.243902 0.243902 -1.341463 2 1.595980
386744797 833 -0.060976 -0.548781 -0.060976 2 1.596063
386745627 830 3.841463 0.365854 0.426829 2 1.596146
386746456 829 -0.853659 2.378049 -0.182927 2 1.596229
386747310 854 -4.329268 2.560976 1.097561 2 1.596315
386748143 833 -1.097561 2.439024 0.548781 2 1.596398
386748952 809 -3.780488 3.231707 -0.914634 2 1.596479
386749777 825 -4.939024 2.256098 0.304878 2 1.596561
386750607 830 2.621951 2.439024 -0.365854 2 1.596644
386751438 831 5.426829 1.158537 -1.585366 2 1.596727
386752267 829 3.963415 -1.158537 0.365854 2 1.596810
386753100 833 6.402439 -2.134146 0.670732 2 1.596894
386753932 832 3.780488 -2.378049 -0.792683 2 1.596977
386754759 827 -1.768293 -3.414634 0.365854 2 1.597059
386755591 832 0.000000 -2.743902 0.304878 2 1.597143
386756420 829 0.182927 -0.426829 -0.853659 2 1.597226
386757250 830 -1.402439 -0.121951 0.182927 2 1.597309
386758306 1056 3.719512 0.304878 0.853659 2 1.597414
386759023 717 1.646342 2.804878 -0.487805 2 1.597486
386759848 825 -1.646342 3.841463 0.731707 2 1.597568
386760678 830 1.402439 2.560976 0.060976 2 1.597651
386761509 831 -0.548781 1.829268 -1.097561 2 1.597734
386762338 829 -4.024390 0.792683 0.243902 2 1.597817
386763169 831 2.804878 0.548781 0.182927 2 1.597901
386763999 830 6.585366 0.426829 -1.036585 2 1.597983
386764829 830 5.182927 -1.829268 -0.609756 2 1.598066
386765660 831 9.390244 -3.963415 -0.060976 2 1.598150
386766493 833 7.682927 -3.231707 -1.341463 2 1.598233
386767323 830 -0.060976 -4.451220 0.000000 2 1.598316
386768178 855 -1.646342 -2.560976 0.853659 2 1.598401
386768985 807 -1.585366 0.487805 -0.365854 2 1.598482
386769812 827 -5.487805 1.402439 0.060976 2 1.598565
386770645 833 -0.609756 0.365854 1.219512 2 1.598648
386771472 827 0.365854 2.987805 0.000000 2 1.598731
386772302 830 -2.621951 2.317073 0.243902 2 1.598814
386773134 832 3.292683 -0.121951 0.731707 2 1.598897
386773965 831 4.756098 0.426829 -0.426829 2 1.598980
386774795 830 -2.621951 1.402439 -0.243902 2 1.599063
386775624 829 -1.524390 1.890244 1.036585 2 1.599146
386776455 831 2.256098 3.170732 -0.609756 2 1.599229
386777286 831 -1.341463 2.317073 -1.158537 2 1.599312
386778137 851 3.719512 -0.304878 -0.365854 2 1.599397
386778946 809 8.902439 0.000000 -1.158537 2 1.599478
386779774 828 5.670732 -2.560976 -1.829268 2 1.599561
386780606 832 6.402439 -5.548781 0.670732 2 1.599644
386781437 831 6.341464 -2.743902 -0.060976 2 1.599727
386782266 829 -1.524390 -0.426829 0.060976 2 1.599810
386783095 829 -3.780488 -1.829268 1.341463 2 1.599893
386783927 832 0.304878 -2.195122 0.609756 2 1.599976
386784755 828 -5.670732 -0.670732 -0.487805 2 1.600059
386785588 833 -3.170732 -0.670732 0.365854 2 1.600142
386786415 827 4.695122 0.731707 -0.365854 2 1.600225
386787247 832 -1.341463 3.414634 -0.121951 2 1.600308
386788099 852 -2.378049 2.865854 0.853659 2 1.600394
386788910 811 2.987805 2.256098 0.487805 2 1.600475
386789739 829 -2.195122 1.951220 -0.182927 2 1.600557
386790568 829 -6.219512 0.792683 1.341463 2 1.600640
386791396 828 -0.487805 0.243902 0.182927 2 1.600723
386792226 830 -2.439024 2.317073 -0.365854 2 1.600806
386793060 834 -1.829268 2.195122 -0.060976 2 1.600890
386793888 828 6.280488 0.243902 -0.609756 2 1.600972
386794717 829 3.414634 0.731707 -1.402439 2 1.601055
386795550 833 3.109756 0.487805 -0.487805 2 1.601139
386796376 826 9.817073 -0.609756 -0.853659 2 1.601221
386797207 831 7.195122 -0.243902 -1.158537 2 1.601304
386798190 983 1.829268 -0.487805 0.121951 2 1.601403
386798908 718 3.719512 -1.036585 -0.060976 2 1.601474
386799734 826 0.548781 -2.439024 -0.670732 2 1.601557
386800564 830 -2.073171 -4.207317 0.670732 2 1.601640
386801393 829 2.317073 -3.231707 0.121951 2 1.601723
386802225 832 0.975610 -0.304878 -1.280488 2 1.601806
386803056 831 -0.548781 0.426829 -0.426829 2 1.601889
386803885 829 6.158536 -1.219512 0.426829 2 1.601972
386804716 831 3.536586 -0.182927 -1.036585 2 1.602055
386805546 830 -0.914634 -1.707317 0.121951 2 1.602138
386806376 830 2.804878 -1.707317 0.914634 2 1.602221
386807207 831 2.073171 -0.365854 -0.243902 2 1.602304
386808059 852 -1.890244 -1.585366 0.548781 2 1.602389
386808872 813 1.402439 -2.865854 0.975610 2 1.602471
386809696 824 -3.780488 0.426829 0.487805 2 1.602553
386810528 832 -9.817073 2.804878 1.036585 2 1.602636
386811383 855 -3.414634 2.256098 0.792683 2 1.602722
386812189 806 -2.256098 3.963415 -0.243902 2 1.602803
386813023 834 -7.804878 5.426829 0.609756 2 1.602886
386813848 825 -2.012195 2.073171 0.731707 2 1.602968
386814677 829 2.500000 0.548781 -0.609756 2 1.603051
386815509 832 0.365854 -0.792683 -0.243902 2 1.603135
386816339 830 2.439024 -0.060976 0.914634 2 1.603217
386817169 830 3.170732 2.500000 -0.670732 2 1.603300
386818001 832 -1.097561 2.317073 0.426829 2 1.603384
386818998 997 0.609756 0.731707 1.158537 2 1.603483
386819816 818 -1.036585 1.097561 -0.182927 2 1.603565
386820645 829 -8.109756 1.280488 0.731707 2 1.603648
386821476 831 -5.060976 2.804878 1.280488 2 1.603731
386822305 829 -2.134146 5.426829 -0.731707 2 1.603814
386823135 830 -5.365854 4.695122 -0.304878 2 1.603897
386823967 832 0.975610 2.012195 0.121951 2 1.603980
386824798 831 2.621951 3.109756 -0.853659 2 1.604063
386825628 830 -2.560976 4.207317 -0.609756 2 1.604146
386826459 831 3.475610 0.975610 0.060976 2 1.604229
386827288 829 4.939024 0.975610 -0.792683 2 1.604312
386828143 855 0.731707 0.792683 -0.365854 2 1.604398
386828952 809 2.926829 0.548781 0.426829 2 1.604479
386829781 829 4.939024 2.256098 -1.036585 2 1.604562
386830611 830 1.097561 2.195122 -0.304878 2 1.604645
386831438 827 2.560976 -0.304878 1.036585 2 1.604727
386832270 832 3.048780 -0.060976 -0.060976 2 1.604811
386833098 828 -4.085366 0.914634 -0.243902 2 1.604893
386833930 832 -2.621951 1.829268 0.975610 2 1.604977
386834758 828 1.402439 3.597561 -0.365854 2 1.605059
386835589 831 -4.146341 3.780488 -0.548781 2 1.605142
386836418 829 -3.841463 1.951220 0.426829 2 1.605225
386837251 833 -0.792683 1.768293 -0.060976 2 1.605309
386838104 853 -6.036586 4.451220 0.000000 2 1.605394
386838911 807 -1.463415 2.560976 0.243902 2 1.605475
386839743 832 3.658537 1.036585 -0.426829 2 1.605558
386840571 828 -2.012195 3.048780 -0.609756 2 1.605641
386841402 831 -0.853659 3.048780 0.853659 2 1.605724
386842233 831 1.402439 5.121951 0.060976 2 1.605807
386843064 831 -1.524390 4.939024 -0.609756 2 1.605890
386843891 827 1.829268 0.975610 0.609756 2 1.605973
386844723 832 8.048780 -1.402439 -0.426829 2 1.606056
386845554 831 1.829268 0.487805 -0.792683 2 1.606139
386846384 830 -1.341463 1.280488 0.914634 2 1.606222
386847213 829 2.926829 2.195122 0.609756 2 1.606305
386848189 976 -0.670732 1.707317 0.182927 2 1.606403
386848907 718 -3.170732 -0.365854 1.280488 2 1.606474
386849731 824 -0.426829 0.304878 0.426829 2 1.606557
386850561 830 -1.951220 1.402439 -0.121951 2 1.606640
386851392 831 -2.439024 1.524390 1.158537 2 1.606723
386852220 828 1.341463 1.707317 0.426829 2 1.606806
386853051 831 -5.548781 2.560976 0.182927 2 1.606889
386853882 831 -9.146341 0.670732 1.524390 2 1.606972
386854712 830 -3.231707 -0.304878 1.646342 2 1.607055
386855542 830 -7.256098 2.439024 0.853659 2 1.607138
386856372 830 -6.768293 1.341463 0.731707 2 1.607221
386857202 830 -0.060976 -0.182927 0.243902 2 1.607304
386858056 854 -2.560976 1.036585 -0.609756 2 1.607389
386858866 810 -4.451220 0.426829 0.609756 2 1.607470
386859694 828 2.195122 -2.560976 0.182927 2 1.607553
386860526 832 1.890244 -1.158537 -1.097561 2 1.607636
386861355 829 -0.792683 0.487805 -0.304878 2 1.607719
386862185 830 5.731708 -0.426829 0.060976 2 1.607802
386863015 830 1.219512 1.280488 -0.853659 2 1.607885
386863844 829 -3.658537 -0.731707 -0.121951 2 1.607968
386864676 832 2.621951 -2.134146 0.121951 2 1.608051
386865505 829 3.780488 0.243902 -1.463415 2 1.608134
386866335 830 2.743902 0.975610 -0.731707 2 1.608217
386867164 829 6.768293 0.304878 -0.426829 2 1.608300
386867995 831 7.012195 0.426829 -1.890244 2 1.608383
386868931 936 3.414634 -0.914634 -0.182927 2 1.608477
386869750 819 8.231708 -1.158537 -0.060976 2 1.608559
386870580 830 4.573171 1.890244 -0.670732 2 1.608642
386871410 830 -3.597561 3.902439 0.060976 2 1.608725
386872239 829 2.317073 2.439024 0.243902 2 1.608807
386873075 836 1.707317 2.317073 -0.731707 2 1.608891
386873898 823 -0.487805 0.426829 0.182927 2 1.608973
386874731 833 2.012195 1.402439 0.975610 2 1.609057
386875584 853 1.219512 2.926829 -1.097561 2 1.609142
386876391 807 -0.182927 -0.182927 -0.182927 2 1.609223
386877224 833 5.487805 -1.707317 0.182927 2 1.609306
386878075 851 7.500000 -0.853659 -1.280488 2 1.609391
386878885 810 3.780488 -1.524390 -0.243902 2 1.609472
386879713 828 6.341464 -4.024390 0.487805 2 1.609555
386880542 829 4.512196 -3.780488 -0.243902 2 1.609638
386881373 831 0.731707 -2.743902 0.000000 2 1.609721
386882203 830 5.853659 -3.048780 0.304878 2 1.609804
386883035 832 8.170732 -1.463415 -1.524390 2 1.609887
386883864 829 2.682927 -1.951220 -0.609756 2 1.609970
386884695 831 6.524391 -2.560976 0.548781 2 1.610053
386885526 831 8.658537 -0.426829 -0.731707 2 1.610136
386886354 828 3.353659 -0.670732 -0.121951 2 1.610219
386887186 832 5.609756 -0.609756 0.243902 2 1.610302
386888160 974 7.500000 0.548781 -1.524390 2 1.610400
386888882 722 3.109756 0.121951 -0.731707 2 1.610472
386889703 821 5.670732 -2.195122 0.731707 2 1.610554
386890532 829 5.670732 -1.951220 -0.182927 2 1.610637
386891362 830 -4.268293 0.121951 0.853659 2 1.610720
386892192 830 -2.865854 0.487805 1.280488 2 1.610803
386893022 830 2.500000 0.914634 0.000000 2 1.610886
386893854 832 -0.121951 -0.914634 0.182927 2 1.610969
386894683 829 3.414634 -2.743902 1.097561 2 1.611052
386895514 831 7.865854 -2.378049 -0.670732 2 1.611135
386896343 829 3.780488 -3.780488 -0.975610 2 1.611218
386897174 831 4.512196 -4.573171 0.670732 2 1.611301
386898005 831 7.743903 -1.524390 -0.731707 2 1.611384
386898838 833 5.853659 -1.707317 -0.975610 2 1.611467
386899665 827 7.865854 -2.743902 -0.182927 2 1.611550
386900496 831 9.939025 -1.097561 -1.463415 2 1.611633
386901330 834 4.329268 -0.121951 -1.036585 2 1.611717
386902156 826 3.414634 -0.426829 0.792683 2 1.611799
386902983 827 7.012195 -0.975610 -0.487805 2 1.611882
386903814 831 -0.426829 1.097561 -0.243902 2 1.611965
386904645 831 -3.109756 1.341463 0.792683 2 1.612048
386905473 828 1.524390 0.853659 -0.121951 2 1.612131
386906304 831 2.012195 -0.914634 -0.487805 2 1.612214
386907135 831 4.817073 -3.170732 0.548781 2 1.612297
386907965 830 8.963415 -1.646342 -0.548781 2 1.612380
386908802 837 0.853659 0.182927 -1.402439 2 1.612464
386909626 824 -0.304878 -0.853659 0.060976 2 1.612546
386910457 831 4.756098 0.304878 -0.609756 2 1.612629
386911286 829 3.048780 2.256098 -1.524390 2 1.612712
386912115 829 0.792683 2.439024 0.243902 2 1.612795
386912947 832 0.975610 4.939024 -0.060976 2 1.612878
386913779 832 -2.804878 5.792683 -1.524390 2 1.612962
386914608 829 -3.353659 2.256098 0.548781 2 1.613044
386915439 831 1.524390 0.609756 0.182927 2 1.613127
386916270 831 -1.097561 1.036585 0.060976 2 1.613211
386917099 829 -2.256098 -0.304878 1.219512 2 1.613294
386917931 832 1.890244 -1.219512 -0.243902 2 1.613377
386918944 1013 -2.560976 0.975610 -0.365854 2 1.613478
386919762 818 -2.256098 -0.182927 0.487805 2 1.613560
386920591 829 4.817073 -1.890244 -0.304878 2 1.613643
386921421 830 0.243902 1.036585 -0.060976 2 1.613726
386922251 830 -1.402439 1.402439 1.036585 2 1.613809
386923081 830 -0.304878 0.182927 0.731707 2 1.613892
386923914 833 -7.256098 0.548781 0.548781 2 1.613975
386924743 829 -7.195122 -0.975610 1.280488 2 1.614058
386925572 829 3.658537 -3.353659 0.304878 2 1.614141
386926401 829 1.829268 -3.109756 0.182927 2 1.614224
386927234 833 3.719512 -3.475610 0.426829 2 1.614307
386928089 855 8.414635 -2.134146 -0.426829 2 1.614393
386928896 807 0.121951 2.012195 -0.853659 2 1.614473
386929726 830 -2.439024 2.621951 0.000000 2 1.614556
386930555 829 4.634146 1.951220 -0.182927 2 1.614639
386931383 828 2.378049 2.621951 -1.036585 2 1.614722
386932213 830 0.243902 1.280488 0.243902 2 1.614805
386933045 832 2.073171 2.012195 0.426829 2 1.614888
386933873 828 -2.500000 2.317073 -0.304878 2 1.614971
386934703 830 -4.146341 -0.182927 0.243902 2 1.615054
386935534 831 1.036585 0.914634 0.060976 2 1.615137
386936366 832 -2.439024 3.841463 -0.792683 2 1.615220
386937196 830 -3.231707 3.658537 0.304878 2 1.615303
386938175 979 2.439024 2.987805 0.365854 2 1.615401
386938895 720 -1.524390 3.841463 -0.914634 2 1.615473
386939742 847 -5.121951 0.487805 0.975610 2 1.615558
386940552 810 0.304878 -2.378049 0.487805 2 1.615639
386941381 829 1.524390 -3.353659 -0.975610 2 1.615722
386942211 830 3.292683 -4.573171 -0.365854 2 1.615805
386943040 829 10.243902 -2.926829 -0.060976 2 1.615888
386943876 836 6.707317 0.000000 -1.341463 2 1.615971
386944701 825 2.560976 0.060976 -0.060976 2 1.616054
386945535 834 3.414634 3.048780 -0.243902 2 1.616137
386946362 827 -1.524390 4.817073 -0.975610 2 1.616220
386947192 830 -5.426829 1.951220 0.304878 2 1.616303
386948041 849 1.951220 0.853659 0.365854 2 1.616388
386948857 816 3.902439 1.341463 -1.524390 2 1.616469
386949680 823 3.963415 -1.768293 -0.426829 2 1.616552
386950510 830 6.524391 -2.317073 0.365854 2 1.616635
386951341 831 0.548781 1.524390 -0.121951 2 1.616718
386952173 832 -7.865854 2.621951 0.914634 2 1.616801
386953001 828 -2.317073 -0.304878 0.975610 2 1.616884
386953834 833 0.426829 -1.707317 -0.731707 2 1.616967
386954662 828 0.914634 -3.475610 -0.121951 2 1.617050
386955491 829 7.317073 -2.926829 0.243902 2 1.617133
386956323 832 7.987805 -1.402439 -1.463415 2 1.617216
386957152 829 3.475610 -0.304878 -0.121951 2 1.617299
386957984 832 3.597561 2.865854 0.182927 2 1.617382
386958819 835 0.121951 5.182927 -0.914634 2 1.617465
386959644 825 -6.158536 3.170732 -0.304878 2 1.617548
386960474 830 -0.548781 0.914634 0.487805 2 1.617631
386961305 831 0.975610 1.036585 -1.097561 2 1.617714
386962135 830 0.975610 -1.768293 -0.182927 2 1.617797
386962966 831 6.524391 -3.231707 0.426829 2 1.617880
386963795 829 4.451220 -0.243902 -0.182927 2 1.617963
386964628 833 -3.109756 0.487805 0.304878 2 1.618046
386965457 829 -0.304878 -0.853659 0.731707 2 1.618129
386966287 830 0.121951 0.243902 -0.792683 2 1.618212
386967118 831 -2.926829 -0.914634 -0.060976 2 1.618295
386967947 829 5.975610 -1.280488 -0.304878 2 1.618378
386968946 999 7.987805 1.097561 -1.829268 2 1.618478
386969763 817 3.414634 0.853659 -0.304878 2 1.618560
386970593 830 2.256098 2.804878 0.914634 2 1.618643
386971423 830 -3.048780 5.243903 -0.182927 2 1.618726
386972252 829 -8.780488 3.292683 0.426829 2 1.618809
386973088 836 -2.195122 -0.975610 0.853659 2 1.618892
386973914 826 0.060976 -0.670732 -0.548781 2 1.618975
386974743 829 0.426829 -1.707317 -0.609756 2 1.619058
386975572 829 9.207317 -1.890244 -0.243902 2 1.619141
386976404 832 8.780488 -0.121951 -0.914634 2 1.619224
386977234 830 1.829268 0.487805 -0.487805 2 1.619307
386978086 852 4.146341 -0.182927 0.060976 2 1.619392
386978897 811 1.524390 1.219512 -0.243902 2 1.619473
386979724 827 -5.548781 0.487805 0.182927 2 1.619556
386980555 831 -2.743902 0.975610 0.853659 2 1.619639
386981386 831 -3.719512 5.060976 0.000000 2 1.619722
386982217 831 -9.024391 5.487805 0.670732 2 1.619805
386983045 828 -2.865854 2.073171 1.036585 2 1.619888
386983875 830 2.560976 0.304878 -0.060976 2 1.619971
386984707 832 0.426829 -1.158537 0.060976 2 1.620054
386985538 831 6.097561 -4.512196 0.670732 2 1.620137
386986368 830 7.256098 -2.195122 -0.365854 2 1.620220
386987198 830 -3.475610 3.658537 0.121951 2 1.620303
386988181 983 -2.804878 4.939024 0.182927 2 1.620402
386988900 719 -1.463415 5.609756 -1.036585 2 1.620474
386989724 824 -4.268293 2.804878 -0.182927 2 1.620556
386990553 829 1.036585 -1.951220 0.609756 2 1.620639
386991382 829 4.024390 -3.170732 -0.060976 2 1.620722
386992213 831 2.195122 -1.524390 -0.121951 2 1.620805
386993043 830 2.804878 -1.280488 1.036585 2 1.620888
386993874 831 4.451220 -0.975610 -0.304878 2 1.620971
386994703 829 -0.365854 -1.097561 0.243902 2 1.621054
386995533 830 -0.731707 -0.914634 0.792683 2 1.621137
386996364 831 2.195122 -0.426829 -0.914634 2 1.621220
386997196 832 -3.658537 0.792683 0.121951 2 1.621303
386998048 852 -4.695122 2.987805 1.402439 2 1.621388
386998856 808 -2.621951 3.475610 0.426829 2 1.621469
386999687 831 -2.621951 -0.792683 -0.060976 2 1.621552
387000518 831 3.414634 -4.695122 1.036585 2 1.621635
387001348 830 8.963415 -4.512196 -0.548781 2 1.621718
387002178 830 4.207317 -1.768293 -0.365854 2 1.621801
387003033 855 3.292683 0.426829 0.609756 2 1.621887
387003842 809 2.500000 3.536586 -0.548781 2 1.621968
387004670 828 -7.073171 2.987805 -0.182927 2 1.622051
387005499 829 -4.817073 0.121951 0.853659 2 1.622133
387006330 831 -0.670732 1.768293 0.060976 2 1.622217
387007159 829 -3.963415 2.804878 -0.487805 2 1.622300
387007989 830 3.353659 0.243902 -0.060976 2 1.622383
387008941 952 8.231708 -1.158537 -0.975610 2 1.622478
387009757 816 4.878049 -0.304878 -0.670732 2 1.622559
387010592 835 5.060976 -0.121951 -0.121951 2 1.622643
387011418 826 3.963415 1.402439 -0.670732 2 1.622725
387012247 829 -2.926829 2.621951 0.548781 2 1.622808
387013078 831 -3.963415 2.500000 1.341463 2 1.622891
387013906 828 -0.060976 -0.060976 -0.121951 2 1.622974
387014739 833 -1.768293 -1.951220 -0.304878 2 1.623057
387015568 829 3.475610 -2.682927 -0.182927 2 1.623140
387016399 831 3.597561 0.426829 -1.341463 2 1.623224
387017231 832 -3.963415 3.963415 -0.670732 2 1.623307
387018083 852 -3.658537 3.841463 0.914634 2 1.623392
387018890 807 0.365854 2.012195 -0.182927 2 1.623473
387019719 829 0.182927 -1.158537 -0.792683 2 1.623556
387020549 830 5.609756 -3.658537 0.426829 2 1.623639
387021384 835 10.853659 -2.439024 -0.182927 2 1.623722
387022215 831 3.780488 0.243902 -0.792683 2 1.623805
387023042 827 5.000000 -0.914634 -0.304878 2 1.623888
387023871 829 7.560976 -1.524390 -0.731707 2 1.623971
387024700 829 -1.524390 0.060976 -0.243902 2 1.624054
387025533 833 -4.573171 1.219512 1.097561 2 1.624137
387026362 829 -5.426829 2.012195 0.914634 2 1.624220
387027192 830 -7.439025 2.500000 0.243902 2 1.624303
387028040 848 0.975610 -1.890244 0.304878 2 1.624388
387028860 820 6.768293 -2.500000 -0.975610 2 1.624470
387029684 824 3.292683 0.609756 -1.097561 2 1.624552
387030513 829 1.280488 2.439024 0.853659 2 1.624635
387031344 831 0.792683 3.231707 0.487805 2 1.624718
387032175 831 -1.219512 -1.097561 -0.182927 2 1.624801
387033003 828 3.902439 -5.121951 0.792683 2 1.624884
387033833 830 10.121951 -5.060976 0.000000 2 1.624967
387034667 834 3.231707 -0.731707 -0.853659 2 1.625050
387035494 827 2.865854 0.487805 -0.426829 2 1.625133
387036324 830 6.463415 0.304878 -0.426829 2 1.625216
387037156 832 -1.280488 1.036585 -0.304878 2 1.625299
387037985 829 -3.597561 -0.243902 1.280488 2 1.625382
387038823 838 -1.036585 0.000000 0.548781 2 1.625466
387039647 824 -0.426829 -0.121951 -0.609756 2 1.625548
387040478 831 2.500000 -1.890244 -0.060976 2 1.625631
387041308 830 5.548781 -1.402439 -0.975610 2 1.625714
387042136 828 -1.707317 1.280488 -0.792683 2 1.625797
387042969 833 -6.707317 3.231707 1.585366 2 1.625880
387043796 827 -2.500000 2.621951 0.792683 2 1.625963
387044628 832 -0.548781 -1.280488 -0.914634 2 1.626046
387045458 830 3.780488 -4.756098 -0.365854 2 1.626129
387046286 828 13.353659 -4.207317 -0.792683 2 1.626212
387047120 834 6.585366 0.121951 -1.158537 2 1.626296
387047949 829 0.426829 1.646342 0.182927 2 1.626379
387048755 806 4.085366 -0.853659 0.060976 2 1.626459
387049582 827 0.975610 -1.463415 -0.182927 2 1.626542
387050412 830 1.890244 -3.170732 1.036585 2 1.626625
387051241 829 6.951220 -2.621951 -0.060976 2 1.626708
387052072 831 4.451220 -0.487805 -1.463415 2 1.626791
387052903 831 0.060976 -0.426829 0.365854 2 1.626874
387053735 832 1.707317 1.158537 0.060976 2 1.626957
387054564 829 -1.768293 1.890244 -0.487805 2 1.627040
387055396 832 -4.207317 -1.951220 1.219512 2 1.627123
387056224 828 4.207317 -2.987805 0.243902 2 1.627206
387057054 830 4.268293 -1.524390 -1.036585 2 1.627289
387057884 830 -1.036585 0.182927 -0.243902 2 1.627372
387058738 854 0.670732 1.890244 -0.060976 2 1.627457
387059546 808 -2.073171 2.743902 -0.182927 2 1.627538
387060373 827 -2.865854 -1.097561 1.158537 2 1.627621
387061203 830 3.658537 -1.951220 0.182927 2 1.627704
387062036 833 1.158537 1.097561 -1.280488 2 1.627787
387062862 826 0.609756 2.560976 -0.487805 2 1.627870
387063694 832 5.365854 1.707317 -0.426829 2 1.627953
387064528 834 2.560976 0.487805 -1.036585 2 1.628036
387065354 826 0.487805 -2.256098 0.182927 2 1.628119
387066188 834 4.939024 -2.743902 0.853659 2 1.628202
387067041 853 5.426829 0.182927 -0.731707 2 1.628288
387067849 808 4.878049 0.731707 -0.243902 2 1.628368
387069027 1178 4.573171 0.914634 -0.304878 2 1.628486
387069741 714 1.219512 1.280488 -0.548781 2 1.628558
387070571 830 1.036585 -0.853659 1.280488 2 1.628641
387071400 829 5.365854 -1.707317 0.000000 2 1.628724
387072231 831 2.560976 0.000000 -1.219512 2 1.628807
387073059 828 -1.097561 2.439024 0.304878 2 1.628889
387073891 832 3.414634 2.500000 -0.060976 2 1.628973
387074720 829 1.280488 -0.426829 -0.060976 2 1.629056
387075552 832 0.243902 -3.597561 0.914634 2 1.629139
387076383 831 5.487805 -2.804878 0.000000 2 1.629222
387077213 830 1.524390 1.158537 -0.792683 2 1.629305
387078067 854 -2.134146 1.341463 0.426829 2 1.629390
387078877 810 0.243902 0.914634 0.426829 2 1.629471
387079703 826 -3.597561 -0.060976 -0.426829 2 1.629554
387080532 829 -1.890244 -3.353659 0.609756 2 1.629637
387081366 834 6.463415 -2.987805 0.487805 2 1.629720
387082192 826 -0.853659 1.341463 -0.121951 2 1.629803
387083025 833 -5.365854 2.560976 0.731707 2 1.629886
387083853 828 -3.780488 0.853659 0.731707 2 1.629969
387084684 831 -2.804878 0.182927 -0.731707 2 1.630052
387085517 833 2.256098 -1.341463 -0.243902 2 1.630135
387086344 827 6.280488 -0.182927 0.243902 2 1.630218
387087178 834 -3.719512 4.695122 -0.304878 2 1.630301
387088007 829 -5.609756 2.317073 0.914634 2 1.630384
387088845 838 2.012195 -2.256098 0.609756 2 1.630468
387089668 823 0.121951 -0.243902 -0.548781 2 1.630550
387090498 830 -1.951220 1.524390 0.426829 2 1.630633
387091327 829 -0.548781 2.073171 0.000000 2 1.630716
387092157 830 -3.170732 1.524390 -0.670732 2 1.630799
387092988 831 -2.317073 -0.670732 1.158537 2 1.630882
387093817 829 2.865854 -0.304878 1.036585 2 1.630965
387094646 829 -0.304878 2.804878 -0.731707 2 1.631048
387095478 832 -5.609756 2.500000 -0.060976 2 1.631131
387096308 830 -1.341463 -0.487805 0.243902 2 1.631214
387097140 832 0.426829 -1.280488 -0.304878 2 1.631298
387097971 831 3.719512 -2.804878 0.121951 2 1.631381
387098804 833 4.329268 -1.524390 0.365854 2 1.631464
387099632 828 -0.182927 2.560976 -0.731707 2 1.631547
387100461 829 -4.390244 0.792683 0.975610 2 1.631630
387101290 829 2.195122 -1.646342 0.853659 2 1.631713
387102121 831 1.768293 -0.121951 -0.609756 2 1.631796
387102952 831 -3.414634 1.707317 0.731707 2 1.631879
387103781 829 -3.719512 2.378049 0.670732 2 1.631962
387104611 830 -2.621951 0.853659 -0.792683 2 1.632045
387105442 831 -0.243902 -1.341463 0.426829 2 1.632128
387106270 828 4.390244 0.426829 0.731707 2 1.632211
387107101 831 0.731707 2.926829 -0.304878 2 1.632294
387107930 829 -5.304878 0.182927 1.158537 2 1.632377
387108756 826 -1.829268 -2.317073 0.792683 2 1.632459
387109581 825 2.560976 -2.926829 -0.975610 2 1.632542
387110411 830 3.536586 -2.500000 0.060976 2 1.632625
387111238 827 4.634146 -0.487805 0.365854 2 1.632707
387112071 833 1.707317 0.975610 -0.426829 2 1.632791
387112902 831 -1.585366 -2.439024 0.609756 2 1.632874
387113734 832 4.146341 -2.804878 0.548781 2 1.632957
387114562 828 4.207317 1.585366 -0.853659 2 1.633040
387115395 833 2.012195 1.280488 0.365854 2 1.633123
387116222 827 3.231707 -0.853659 0.609756 2 1.633206
387117054 832 1.890244 0.304878 -1.036585 2 1.633289
387117884 830 -0.548781 1.158537 -0.243902 2 1.633372
387118737 853 3.658537 -0.670732 0.365854 2 1.633457
387119545 808 5.000000 -1.707317 -0.548781 2 1.633538
387120374 829 4.451220 -4.024390 0.487805 2 1.633621
387121206 832 6.524391 -2.987805 0.426829 2 1.633704
387122035 829 1.463415 0.914634 -0.853659 2 1.633787
387122864 829 -2.621951 0.000000 0.304878 2 1.633870
387123696 832 2.073171 -0.548781 0.609756 2 1.633953
387124526 830 6.951220 0.548781 -1.585366 2 1.634036
387125357 831 4.817073 0.670732 -0.792683 2 1.634119
387126187 830 2.987805 0.365854 0.548781 2 1.634202
387127017 830 -2.378049 2.865854 -0.487805 2 1.634285
387127848 831 -0.487805 0.304878 0.060976 2 1.634368
387129023 1175 5.000000 0.060976 0.182927 2 1.634486
387129737 714 -0.426829 2.378049 -0.121951 2 1.634557
387130567 830 -2.317073 -0.060976 0.670732 2 1.634640
387131420 853 0.182927 -1.341463 0.304878 2 1.634726
387132228 808 -4.695122 3.536586 -0.975610 2 1.634806
387133057 829 -4.695122 3.963415 0.182927 2 1.634889
387133887 830 2.073171 0.060976 0.670732 2 1.634972
387134715 828 1.158537 -0.731707 -0.060976 2 1.635055
387135546 831 0.000000 0.914634 0.243902 2 1.635138
